status,yolo_conf,box_x1,box_y1,box_x2,box_y2,box_w,box_h,n_measured,n_valid,measured_pixel,std_pixel,measured_mm,image,specimen_id,is_ng,true_mm,split,error_mm,predicted_ng
ok,0.9517626166343689,1123,1285,1325,2020,202,735,31,28,578.4500153541051,0.3306487499411605,20.019036716625422,20260916_155346.jpg,S06,False,20.012,val,0.007036716625421491,False
ok,0.9526845812797546,1123,1285,1325,2019,202,734,31,28,578.6416848582378,0.32398317383575426,20.025670027609674,20260916_155347.jpg,S06,False,20.012,val,0.013670027609673951,False
ok,0.9544050693511963,1122,1286,1324,2019,202,733,31,30,578.4557291184808,0.3349685370766052,20.01923445896407,20260916_155348.jpg,S06,False,20.012,val,0.007234458964070711,False
ok,0.9523608684539795,1123,1285,1325,2020,202,735,31,29,578.4189188840878,0.35326913075521416,20.017960527916788,20260916_155350.jpg,S06,False,20.012,val,0.0059605279167875835,False
ok,0.9527900815010071,1123,1285,1325,2019,202,734,31,28,578.4847916081447,0.31706609146791626,20.020240255544962,20260916_155351.jpg,S06,False,20.012,val,0.008240255544961883,False
ok,0.952289342880249,1123,1285,1325,2020,202,735,31,30,578.8338961926332,0.3376517544887141,20.032322090291803,20260916_155352.jpg,S06,False,20.012,val,0.020322090291802652,True
ok,0.9543644785881042,1122,1285,1324,2019,202,734,31,30,578.4581866082842,0.332342825179433,20.019319507935112,20260916_155353.jpg,S06,False,20.012,val,0.007319507935111602,False
ok,0.9530844688415527,1123,1284,1325,2019,202,735,31,28,578.8435787089339,0.26546657125164397,20.032657183461808,20260916_155359.jpg,S06,False,20.012,val,0.02065718346180745,True
ok,0.9543460011482239,1122,1285,1324,2019,202,734,31,30,578.8574495898392,0.2199040984629032,20.03313722783343,20260916_155400.jpg,S06,False,20.012,val,0.021137227833428085,True
ok,0.9543749094009399,1122,1286,1324,2020,202,734,31,28,578.394525958863,0.3399192482850444,20.01711633593349,20260916_155402.jpg,S06,False,20.012,val,0.005116335933490035,False
ok,0.9541352391242981,1122,1285,1324,2019,202,734,31,29,578.7636365023526,0.34559341895945883,20.02989053824393,20260916_155403.jpg,S06,False,20.012,val,0.017890538243928944,False
