status,yolo_conf,box_x1,box_y1,box_x2,box_y2,box_w,box_h,n_measured,n_valid,measured_pixel,std_pixel,measured_mm,image,specimen_id,is_ng,true_mm,split,error_mm,predicted_ng
ok,0.977797269821167,1123,1290,1322,2023,199,733,31,29,578.4390243959172,0.43542619447265274,20.018565468508562,20260916_155346.jpg,S06,False,20.012,val,0.006565468508561878,False
ok,0.9738542437553406,1123,1290,1323,2023,200,733,31,30,578.7659100590995,0.3311814374936924,20.029878297991267,20260916_155347.jpg,S06,False,20.012,val,0.017878297991266834,False
ok,0.9751721024513245,1123,1291,1322,2023,199,732,31,29,578.411458513389,0.3262730164781664,20.017611470937837,20260916_155348.jpg,S06,False,20.012,val,0.005611470937836316,False
ok,0.9731231927871704,1123,1290,1322,2022,199,732,31,29,578.4371068940962,0.3493023803150193,20.018499107778876,20260916_155350.jpg,S06,False,20.012,val,0.006499107778875413,False
ok,0.9753771424293518,1124,1290,1323,2023,199,733,31,28,578.5078946113863,0.3181186727017629,20.02094892270002,20260916_155351.jpg,S06,False,20.012,val,0.008948922700017903,False
ok,0.9745514988899231,1123,1290,1323,2023,200,733,31,30,578.831570647136,0.3337673763829188,20.03215067368667,20260916_155352.jpg,S06,False,20.012,val,0.02015067368666834,True
ok,0.9779744148254395,1123,1291,1322,2023,199,732,31,30,578.4768406302126,0.33290638131959827,20.019874209326673,20260916_155353.jpg,S06,False,20.012,val,0.007874209326672599,False
ok,0.9749934673309326,1123,1291,1323,2023,200,732,31,29,578.8349058165504,0.29536773203475875,20.032266096928282,20260916_155359.jpg,S06,False,20.012,val,0.02026609692828174,True
ok,0.9752395749092102,1123,1290,1323,2024,200,734,31,29,578.8495144408523,0.2094387622068227,20.03277167087758,20260916_155400.jpg,S06,False,20.012,val,0.02077167087757914,True
ok,0.9782619476318359,1123,1292,1322,2024,199,732,31,29,578.3620691393936,0.42122958963618157,20.01590220794714,20260916_155402.jpg,S06,False,20.012,val,0.0039022079471386917,False
ok,0.9774811267852783,1123,1290,1323,2024,200,734,31,29,578.7767856534647,0.3474214340483571,20.03025467957796,20260916_155403.jpg,S06,False,20.012,val,0.018254679577960786,True
ok,0.9770357608795166,1123,1289,1321,2023,198,734,31,30,578.5609403458457,0.4398367255857533,20.02278472468314,20260916_155404.jpg,S06,False,20.012,val,0.010784724683141178,False
ok,0.9773246645927429,1122,1290,1322,2023,200,733,31,27,578.8063830740476,0.281692139003095,20.031278984434046,20260916_155406.jpg,S06,False,20.012,val,0.0192789844340453,True
ok,0.9768146872520447,1123,1291,1321,2023,198,732,31,29,579.0,0.2679424310121708,20.037979661505474,20260916_155407.jpg,S06,False,20.012,val,0.025979661505473928,True
ok,0.9739002585411072,1095,1163,1296,1915,201,752,31,30,593.5477303242897,0.4219716090298677,20.541446197531698,20260916_155448.jpg,S07,False,20.014,val,0.5274461975316989,True
ok,0.9702870845794678,1095,1163,1297,1915,202,752,31,31,593.5,0.3664752471067955,20.539794350783247,20260916_155449.jpg,S07,False,20.014,val,0.5257943507832472,True
ok,0.9721680879592896,1095,1162,1296,1915,201,753,31,31,593.254545300066,0.3351491957383657,20.53129967671572,20260916_155451.jpg,S07,False,20.014,val,0.5172996767157194,True
ok,0.9692376852035522,1095,1161,1297,1916,202,755,31,30,593.2854089028878,0.36163004224177236,20.53236780149227,20260916_155452.jpg,S07,False,20.014,val,0.5183678014922712,True
ok,0.9666171073913574,1095,1162,1297,1916,202,754,31,31,593.5992363611374,0.3572777848053703,20.543228713799056,20260916_155453.jpg,S07,False,20.014,val,0.529228713799057,True
ok,0.9684896469116211,1095,1162,1297,1915,202,753,31,31,593.3629035731382,0.33948513868991304,20.535049730035194,20260916_155454.jpg,S07,False,20.014,val,0.5210497300351946,True
ok,0.9732694029808044,1095,1164,1297,1916,202,752,31,31,593.3571422343348,0.34558314010900654,20.53485034214268,20260916_155456.jpg,S07,False,20.014,val,0.5208503421426798,True
ok,0.9654775857925415,1095,1159,1297,1915,202,756,31,29,593.403999240722,0.39480020682342015,20.536471965184106,20260916_155501.jpg,S07,False,20.014,val,0.5224719651841063,True
ok,0.9722903370857239,1095,1161,1297,1916,202,755,31,31,593.3598131440864,0.3487908198416106,20.53494277674593,20260916_155503.jpg,S07,False,20.014,val,0.5209427767459296,True
ok,0.9693353772163391,1095,1161,1296,1915,201,754,31,30,593.4658070548667,0.4052682104266151,20.53861100442893,20260916_155504.jpg,S07,False,20.014,val,0.5246110044289303,True
ok,0.9650903940200806,1095,1160,1296,1915,201,755,31,31,593.5303031529058,0.37280113493416006,20.54084307955977,20260916_155505.jpg,S07,False,20.014,val,0.5268430795597716,True
ok,0.9641262292861938,1095,1162,1295,1915,200,753,31,30,593.5094540325672,0.4284134342993985,20.54012153508774,20260916_155507.jpg,S07,False,20.014,val,0.5261215350877393,True
ok,0.961869478225708,1095,1160,1297,1915,202,755,31,31,593.664179142718,0.44852786584144316,20.545476247713516,20260916_155508.jpg,S07,False,20.014,val,0.5314762477135169,True
ok,0.9579808115959167,1095,1159,1296,1915,201,756,31,31,593.5440249610733,0.4339634217695122,20.54131796265645,20260916_155509.jpg,S07,False,20.014,val,0.5273179626564506,True
ok,0.9856756925582886,1148,1281,1342,2022,194,741,31,22,589.1194133618221,0.8926605499669771,20.388191404390724,20260916_155732.jpg,N01,True,20.405,val,-0.016808595609276722,True
ok,0.9851552844047546,1148,1282,1342,2021,194,739,31,24,589.2495505414311,0.6825239187931625,20.392695180138926,20260916_155733.jpg,N01,True,20.405,val,-0.012304819861075345,True
ok,0.9844309687614441,1148,1281,1342,2021,194,740,31,26,589.0009503132518,1.3848690117870741,20.384091645914225,20260916_155734.jpg,N01,True,20.405,val,-0.020908354085776182,True
ok,0.9859492182731628,1149,1282,1342,2021,193,739,31,28,589.1667540701478,1.7383510478978588,20.389829767345113,20260916_155736.jpg,N01,True,20.405,val,-0.015170232654888594,True
ok,0.9844008088111877,1148,1282,1341,2021,193,739,31,24,589.0345950462217,0.9587010965421903,20.385256019791544,20260916_155737.jpg,N01,True,20.405,val,-0.01974398020845669,True
ok,0.985844612121582,1148,1283,1341,2021,193,738,31,24,589.3363068758549,0.593561615336101,20.39569763551836,20260916_155738.jpg,N01,True,20.405,val,-0.009302364481641234,True
ok,0.9834148287773132,1147,1282,1342,2022,195,740,31,24,588.9970666390186,0.7333283976236257,20.383957240067428,20260916_155739.jpg,N01,True,20.405,val,-0.02104275993257332,True
