status,yolo_conf,box_x1,box_y1,box_x2,box_y2,box_w,box_h,n_measured,n_valid,measured_pixel,std_pixel,measured_mm,image,specimen_id,is_ng,true_mm,split,error_mm,predicted_ng
ok,0.4815680980682373,1122,1285,1325,2016,203,731,31,28,578.4325116882972,0.3318417180144214,20.01824758480711,20260916_155346.jpg,S06,False,20.012,val,0.006247584807109519,False
ok,0.46158674359321594,1122,1287,1325,2015,203,728,31,28,578.6819789146745,0.3174775368452176,20.02688108413677,20260916_155347.jpg,S06,False,20.012,val,0.01488108413677125,False
ok,0.4534605145454407,1120,1285,1325,2015,205,730,31,29,578.411458513389,0.4073681422007863,20.017518981799427,20260916_155348.jpg,S06,False,20.012,val,0.005518981799426115,False
ok,0.470964252948761,1121,1286,1325,2016,204,730,31,29,578.4367091297013,0.4311091725273201,20.01839284880862,20260916_155350.jpg,S06,False,20.012,val,0.006392848808619789,False
ok,0.4700295627117157,1125,1288,1326,2014,201,726,31,28,578.5627811310271,0.30825465841997235,20.02275591707511,20260916_155351.jpg,S06,False,20.012,val,0.010755917075108812,False
ok,0.4555235803127289,1123,1287,1325,2014,202,727,31,30,578.8338961926332,0.3376517544887141,20.032138599267988,20260916_155352.jpg,S06,False,20.012,val,0.020138599267987445,True
ok,0.4818960726261139,1121,1285,1324,2014,203,729,31,30,578.4770711842884,0.3348775987189273,20.019789688691286,20260916_155353.jpg,S06,False,20.012,val,0.007789688691286045,False
ok,0.459860622882843,1123,1287,1325,2014,202,727,31,28,578.8022754534085,0.29826158960267096,20.031044276639463,20260916_155359.jpg,S06,False,20.012,val,0.01904427663946251,True
ok,0.4678543508052826,1122,1285,1325,2014,203,729,31,27,578.8212669277115,0.21868815188925433,20.031701528828638,20260916_155400.jpg,S06,False,20.012,val,0.019701528828637294,True
ok,0.4702497720718384,1122,1286,1325,2015,203,729,31,28,578.4246403636712,0.337286093996009,20.01797517597462,20260916_155402.jpg,S06,False,20.012,val,0.005975175974619162,False
