status,yolo_conf,box_x1,box_y1,box_x2,box_y2,box_w,box_h,n_measured,n_valid,measured_pixel,std_pixel,measured_mm,image,specimen_id,is_ng,true_mm,split,error_mm,predicted_ng
ok,0.933534562587738,1123,1284,1324,2031,201,747,31,28,578.4500153541051,0.3365970398651369,20.019036716625422,20260916_155346.jpg,S06,False,20.012,val,0.007036716625421491,False
ok,0.9311048984527588,1123,1284,1323,2030,200,746,31,30,578.7659100590995,0.3311814374936924,20.029969221647484,20260916_155347.jpg,S06,False,20.012,val,0.01796922164748338,False
ok,0.9327210783958435,1123,1284,1323,2031,200,747,31,31,578.4877302508713,0.33995531580565663,20.020341956288462,20260916_155348.jpg,S06,False,20.012,val,0.00834195628846146,False
ok,0.9334052205085754,1123,1284,1323,2030,200,746,31,29,578.4337745583855,0.44203958351813194,20.018474654083825,20260916_155350.jpg,S06,False,20.012,val,0.006474654083824305,False
ok,0.9301173090934753,1124,1284,1324,2031,200,747,31,28,578.5167430930667,0.392272467163217,20.02134603466645,20260916_155351.jpg,S06,False,20.012,val,0.00934603466645001,False
ok,0.930470883846283,1123,1284,1323,2030,200,746,31,30,578.831570647136,0.3337673763829188,20.03224160765811,20260916_155352.jpg,S06,False,20.012,val,0.020241607658110894,True
ok,0.9342309236526489,1123,1284,1323,2030,200,746,31,30,578.4581866082842,0.33097465085471317,20.019319507935112,20260916_155353.jpg,S06,False,20.012,val,0.007319507935111602,False
ok,0.9337167143821716,1123,1284,1323,2030,200,746,31,29,578.886666531033,0.26167504188342444,20.034148369683166,20260916_155359.jpg,S06,False,20.012,val,0.02214836968316547,True
ok,0.9335128664970398,1123,1284,1323,2031,200,747,31,29,578.8495144408523,0.2094387622068227,20.03286260766798,20260916_155400.jpg,S06,False,20.012,val,0.020862607667979205,True
ok,0.9390627145767212,1122,1284,1323,2030,201,746,31,29,578.3620691393936,0.42122958963618157,20.015993068160274,20260916_155402.jpg,S06,False,20.012,val,0.003993068160273339,False
ok,0.9332175850868225,1123,1284,1323,2031,200,747,31,29,578.7767856534647,0.3474214340483571,20.030345604942728,20260916_155403.jpg,S06,False,20.012,val,0.01834560494272708,True
ok,0.932154655456543,1123,1285,1323,2030,200,745,31,27,578.4864867024389,0.33156178203344955,20.020298919481366,20260916_155404.jpg,S06,False,20.012,val,0.00829891948136563,False
ok,0.9324991106987,1123,1284,1323,2032,200,748,31,27,578.8177966382509,0.2907196076651476,20.031764915839826,20260916_155406.jpg,S06,False,20.012,val,0.019764915839825647,True
ok,0.9339721202850342,1123,1284,1323,2030,200,746,31,29,579.0,0.26770351292965044,20.038070621937035,20260916_155407.jpg,S06,False,20.012,val,0.026070621937034133,True
ok,0.9206796884536743,1084,1148,1293,1925,209,777,31,29,593.6283785211857,0.38580958988544656,20.544330521577702,20260916_155448.jpg,S07,False,20.014,val,0.530330521577703,True
ok,0.919916570186615,1085,1148,1293,1925,208,777,31,30,593.5466081227411,0.38814674965424323,20.54150060617387,20260916_155449.jpg,S07,False,20.014,val,0.5275006061738701,True
ok,0.9203458428382874,1085,1148,1293,1926,208,778,31,30,593.3519017011597,0.36452292417721815,20.534762193347976,20260916_155451.jpg,S07,False,20.014,val,0.5207621933479771,True
ok,0.9210547208786011,1085,1147,1293,1926,208,779,31,30,593.2360183551536,0.3897353264405166,20.530751694779454,20260916_155452.jpg,S07,False,20.014,val,0.5167516947794546,True
ok,0.9219971895217896,1085,1148,1293,1925,208,777,31,31,593.6836735117556,0.41326696990082934,20.546244174299773,20260916_155453.jpg,S07,False,20.014,val,0.5322441742997732,True
ok,0.923449695110321,1084,1147,1292,1924,208,777,31,31,593.3739499569645,0.3495902952589955,20.535525240855588,20260916_155454.jpg,S07,False,20.014,val,0.5215252408555884,True
ok,0.9238995909690857,1085,1148,1293,1926,208,778,31,31,593.3770492264609,0.35440660820621855,20.53563250058106,20260916_155456.jpg,S07,False,20.014,val,0.5216325005810596,True
ok,0.920995831489563,1085,1148,1293,1924,208,776,31,29,593.2545459085263,0.3478820199503743,20.531392897582446,20260916_155501.jpg,S07,False,20.014,val,0.5173928975824467,True
ok,0.9204304218292236,1085,1147,1293,1925,208,778,31,31,593.442828777755,0.3938091020725795,20.53790900368004,20260916_155503.jpg,S07,False,20.014,val,0.5239090036800391,True
ok,0.9200888276100159,1085,1148,1293,1925,208,777,31,31,593.4230764214727,0.4043981563730077,20.537225412816248,20260916_155504.jpg,S07,False,20.014,val,0.5232254128162488,True
ok,0.9183425903320312,1084,1148,1292,1924,208,776,31,30,593.4484003216287,0.35248362080830453,20.538101824042066,20260916_155505.jpg,S07,False,20.014,val,0.5241018240420665,True
ok,0.9205326437950134,1084,1147,1292,1924,208,777,31,30,593.3891325486929,0.4273916864241084,20.536050681002877,20260916_155507.jpg,S07,False,20.014,val,0.5220506810028773,True
ok,0.9215325117111206,1084,1147,1291,1922,207,775,31,31,593.60526352187,0.4211161772872908,20.54353055613951,20260916_155508.jpg,S07,False,20.014,val,0.529530556139509,True
ok,0.9171895980834961,1084,1148,1291,1921,207,773,31,31,593.4722219278782,0.39703544908174687,20.538926243780157,20260916_155509.jpg,S07,False,20.014,val,0.5249262437801576,True
ok,0.9278565049171448,1148,1286,1343,2022,195,736,31,23,589.1088708312901,0.9237551054321663,20.38791909797405,20260916_155732.jpg,N01,True,20.405,val,-0.017080902025952582,True
ok,0.9290000796318054,1148,1287,1343,2021,195,734,31,24,589.2476470841452,0.739854911663963,20.392721875789864,20260916_155733.jpg,N01,True,20.405,val,-0.01227812421013752,True
ok,0.928777813911438,1148,1286,1343,2021,195,735,31,26,589.0009503132518,1.336685449325762,20.384184177486986,20260916_155734.jpg,N01,True,20.405,val,-0.020815822513014837,True
ok,0.9289302229881287,1148,1286,1343,2023,195,737,31,28,589.1667540701478,1.7383510478978588,20.38992232496551,20260916_155736.jpg,N01,True,20.405,val,-0.015077675034490312,True
ok,0.926313579082489,1147,1287,1342,2022,195,735,31,24,589.0345950462217,0.9587010965421903,20.385348556649866,20260916_155737.jpg,N01,True,20.405,val,-0.01965144335013491,True
ok,0.9274094700813293,1148,1287,1343,2022,195,735,31,25,589.3169643663022,0.7550450292082005,20.39512081291453,20260916_155738.jpg,N01,True,20.405,val,-0.00987918708547042,True
ok,0.9268773794174194,1147,1286,1343,2023,196,737,31,24,588.9860972412941,0.7450171303214956,20.38367014138191,20260916_155739.jpg,N01,True,20.405,val,-0.02132985861809189,True
